class,GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan
1.0,0.31342157149190086,-0.8966614749084069,-0.824641074781219,-0.2816635423816375,-0.7357801332807051
1.0,0.3611821536572888,-0.9034875059236314,-0.836463169646964,-0.41713028781892025,-0.7865015864605434
1.0,0.46978443566922445,-0.912372181177172,-0.8320282723284942,-0.14831278679332094,-0.7125175726396189
1.0,0.3961745535890877,-0.9652544375244849,-0.9033002782702595,-0.5822191185939458,-0.8086051596963588
1.0,0.477854909872123,-0.9181508318081877,-0.844154944174365,-0.02841230548196405,-0.775038411652798
1.0,0.291435565831202,-0.8444549784401157,-0.7680202341993996,0.13686796894072795,-0.6284826775149563
1.0,0.4779065714578006,-0.9497528272490419,-0.8952255560898722,-0.515371995827072,-0.8331685570980554
1.0,0.32222628228473993,-0.844834202385406,-0.7465872081157104,0.10786179379448102,-0.7085327355467503
1.0,0.4308846158567774,-0.827682374336068,-0.751319667183206,0.03881340541739298,-0.8473109301964268
1.0,0.46766885974424555,-0.8847484802940747,-0.8318770828059319,0.10628849431216025,-0.6429881164222804
1.0,0.43129504736572866,-0.8936736498389414,-0.8382270491564318,-0.13702177364071044,-0.707318722735107
1.0,0.48510510049445843,-0.907026929413007,-0.847910747680872,-0.2206883237410514,-0.788463511058641
1.0,0.3381827306393861,-0.8333033279760422,-0.758284587050468,-0.15734380522498959,-0.686638112460481
1.0,0.2402379381415174,-0.8774294032889087,-0.7944009423566224,-0.1417840656853151,-0.6263745601533273
1.0,0.4610790574595054,-0.9317482309822669,-0.8359387729731136,-0.27528254838713495,-0.7765086675295633
1.0,0.4307137069394713,-0.8760148378027769,-0.8070357795687412,-0.017669277706441555,-0.7516450843820262
1.0,0.3949675419607843,-0.9071318718025713,-0.8330402447351637,-0.3783959465198896,-0.6942131383852665
1.0,0.32704529350383615,-0.9112118403451157,-0.8197851256437297,-0.4523977291371346,-0.8080728747604777
1.0,0.15933414138107427,-0.8555788808352964,-0.7646732727967148,-0.35873450443000865,-0.7584377732822031
1.0,0.612506754509804,-0.8597222535989657,-0.8120481371602599,-0.1454629482351555,-0.7017791739956409
1.0,0.4821367444842284,-0.9302028805115949,-0.8371542237527392,-0.4648088325335582,-0.836357804078346
1.0,0.472698100869565,-0.8431315642327376,-0.7603967647513448,-0.23949281699712133,-0.7750139451113927
1.0,0.4025592721568625,-0.9384165594444986,-0.9005540849432718,-0.5427370785567573,-0.7836219479772728
1.0,0.5662129715942028,-0.9854918110920384,-0.9437952387876121,-0.3177486442134031,-0.8615754375460618
1.0,0.5398124467178176,-1.0,-0.9742221606169706,-0.660506502383703,-0.9136983062216597
1.0,0.5279907835635123,-0.9361094830714631,-0.9124012243644888,0.0333014401317433,-0.6953826769154359
1.0,0.4468226302472291,-0.8539554056812073,-0.7848748813486467,0.07226776713077698,-0.7465612255992035
1.0,0.32864539826086947,-0.9762985034193594,-0.9024322638540335,-0.7143080003550188,-0.8203873657523039
1.0,0.4805351382097187,-0.9111983928111997,-0.8659309819966875,-0.2016824912547316,-0.7931731446336712
1.0,0.3035420011594203,-0.9592538142246767,-0.9010396525283533,-0.6925533969600222,-0.8429061774497749
1.0,0.3595710854219949,-0.9626043053107174,-0.9128612015774535,-0.7354054418341986,-0.7399168646829963
1.0,0.38069739266837166,-0.9642195184391182,-0.9244219619715635,-0.4052818679094151,-0.8584036223423713
1.0,0.47341295959079277,-0.9336293602389767,-0.867844026262589,-0.5992386740798975,-0.8168797488300418
1.0,0.5557051198635974,-0.9524916667696439,-0.9108805118455384,-0.6653728176298417,-0.8556159543678818
1.0,0.35977912852514904,-0.9590410657991295,-0.9001967382853667,-0.6602699544133899,-0.8747198168283723
1.0,0.42785637265132137,-0.9729276239899403,-0.9293938973788936,-0.44336607437278175,-0.7294499935203811
1.0,0.4606422282693947,-0.9954937895577165,-0.9429622956665163,-0.6346737231202609,-0.81885862484723
1.0,0.30634811362318826,-0.8300866045972793,-0.7253387593863362,0.09794623963558324,-0.6755959138244685
1.0,0.3452390192668373,-0.864402157962383,-0.7947086133842849,0.11797820253489832,-0.6179765832895799
1.0,0.2837024136402386,-0.8712178169498878,-0.7902698784107667,-0.09125224264698395,-0.7163829516309884
1.0,0.5114772929582267,-0.9053968325032012,-0.8271383020559469,-0.21780399329640032,-0.7433372920529833
1.0,0.29394931014492753,-0.9141877706763133,-0.8314158520249537,-0.25434358704274707,-0.5729179495248751
1.0,0.4629323686956519,-0.9523729198700233,-0.8939215451480917,-0.6731682644929945,-0.7699327758961422
1.0,0.28382641432225064,-0.8183236395714467,-0.7196833207054671,-0.009719955197869723,-0.7634399569760685
1.0,0.47624764235294115,-0.8229626817963109,-0.7360430468512971,0.08920830485228626,-0.7180102343202397
1.0,0.3454996438533675,-0.8909620272208928,-0.8209410296143997,-0.23921309263550472,-0.7663454182216141
1.0,0.39780902738277923,-0.9125888806105974,-0.8275379391427915,-0.3104945097214936,-0.7264570076607382
1.0,0.3054859741517477,-0.9089185346047977,-0.8263114128313243,-0.5081308151883369,-0.7205035141918397
1.0,0.3040779861551577,-0.8492802762528933,-0.7891607864974751,0.10061480607594442,-0.6497208275950083
1.0,0.44345979744245523,-0.8764140210627556,-0.8048061738725714,-0.09222141867327327,-0.6592268926251523
1.0,0.35040854533674337,-0.8549008744336228,-0.7801777737606067,-0.07828306765223259,-0.7241398841781371
1.0,0.3530821870758738,-0.855777521877263,-0.7174000416810433,-0.11445670460044766,-0.6876948344483017
1.0,0.4186994228815002,-0.9488164717536637,-0.8718730509596009,-0.4923314826828247,-0.7222864909858175
1.0,0.33999341340153455,-0.9046432361509609,-0.7865428590633629,-0.4868736100277953,-0.797641858279779
1.0,0.44482619798806455,-0.9072656999328642,-0.8071435720987161,-0.37475405156899033,-0.7032710011065237
1.0,0.3946563491901107,-0.9037100939464792,-0.8207775832281408,-0.2833545845200285,-0.6516613052973382
1.0,0.33302692228473996,-0.9228279271334341,-0.7971970064271504,-0.48319731829211443,-0.6300761910329473
1.0,0.3796521411764704,-0.8943282174198204,-0.7978544110561033,-0.3110857056568589,-0.7013759753965765
1.0,0.4007843595566922,-0.8818603708969435,-0.7627792020184451,-0.2931536736935767,-0.6825457306179481
1.0,0.38300809275362324,-0.9019925942602107,-0.7940556712735221,-0.3377322079621521,-0.7362981060163425
1.0,0.40310190922421163,-0.9083644075196202,-0.8248528594392563,-0.23819301848183327,-0.6928782975778698
1.0,0.4879801987382779,-0.884511619040374,-0.8274738570556153,-0.18158387990598568,-0.7238541735630604
1.0,0.4073786598465472,-0.9039299338598034,-0.8264923504378738,-0.2579121091790979,-0.727765043777926
1.0,0.436042422233589,-0.8863966785740529,-0.8309253228169768,0.043527407558697995,-0.5343110650715892
1.0,0.3385485694799657,-0.8643826494185574,-0.7746075949924296,-0.10309765999765141,-0.659447405218919
1.0,0.44537962721227653,-0.9134341161764011,-0.8409084093672083,-0.4851892278378065,-0.7615755356238455
1.0,0.4099424747485081,-0.9391631775705138,-0.8500908029231555,-0.475053867961005,-0.757132630683262
1.0,0.35955496156862754,-0.9173286659518717,-0.8210120151732693,-0.32024335886274735,-0.7613465644442117
1.0,0.41160251689684557,-0.8922070983118613,-0.8113980815854269,-0.1768925966260162,-0.659565819414992
1.0,0.5448850299744243,-0.9124765180725036,-0.8015383550102547,-0.39570641028434006,-0.8055148091137304
1.0,0.38823596958226747,-0.9350516785794463,-0.8516873943167542,-0.35388794291770254,-0.7486850499741162
